Source,Address,Request Details,Opened,Closed,Status,Supervisor District,Neighborhood,Latitude,Longitude,Media URL
Mobile/Open311,"291 MONTEREY BLVD, SAN FRANCISCO, CA, 94131",Pruning_request,05/18/2018 08:26:00 AM,05/21/2018 11:34:42 AM,Closed,7,Sunnyside,37.731555,-122.441733333333,http://mobile311.sfgov.org/reports/9017055/photos
Mobile/Open311,"207 MONTEREY BLVD, SAN FRANCISCO, CA, 94131",Pruning_request,05/18/2018 08:28:00 AM,05/18/2018 01:25:39 PM,Closed,7,Sunnyside,37.731461666667,-122.439903333333,http://mobile311.sfgov.org/reports/9017067/photos
Phone,"133 LEXINGTON ST, SAN FRANCISCO, CA, 94110",Blocking_sidewalk,05/18/2018 08:46:00 AM,05/31/2018 12:07:09 PM,Closed,9,Mission,37.761196136475,-122.420654296875,
Web,"1709 REVERE AVE, SAN FRANCISCO, CA, 94124",Damaged_vandalism,05/18/2018 08:49:49 AM,05/24/2018 01:31:27 PM,Closed,10,Silver Terrace,37.7326028,-122.392081,http://mobile311.sfgov.org/reports/9017211/photos
Mobile/Open311,"167 MONTEREY BLVD, SAN FRANCISCO, CA, 94131",Damaged_vandalism,05/18/2018 08:50:48 AM,05/21/2018 11:33:38 AM,Closed,7,Sunnyside,37.731471666667,-122.438958333333,http://mobile311.sfgov.org/reports/9017222/photos
Web,"825 BROTHERHOOD WAY, SAN FRANCISCO, CA, 94132",Other,05/18/2018 08:51:00 AM,05/24/2018 09:32:00 AM,Closed,7,Lakeshore,37.713594026408,-122.478252735901,
Mobile/Open311,"207 MONTEREY BLVD, SAN FRANCISCO, CA, 94131",Pruning_request,05/18/2018 08:51:00 AM,05/18/2018 01:25:39 PM,Closed,7,Sunnyside,37.731533333333,-122.439895,http://mobile311.sfgov.org/reports/9017232/photos
Mobile/Open311,"3153 24TH ST, SAN FRANCISCO, CA, 94110",Damaged_vandalism,05/18/2018 08:56:02 AM,06/26/2018 03:44:30 PM,Closed,9,Mission,37.752200456118,-122.415229806955,http://mobile311.sfgov.org/reports/9017264/photos
Phone,"2430 PINE ST, SAN FRANCISCO, CA, 94115",About_to_fall,05/18/2018 09:52:00 AM,06/13/2018 07:11:00 AM,Closed,2,Lower Pacific Heights,37.787689208984,-122.436561584473,
Phone,"2670 SAN JOSE AVE, SAN FRANCISCO, CA, 94112",Blocking_signs,05/18/2018 09:56:00 AM,05/18/2018 01:24:23 PM,Closed,11,Oceanview,37.71475982666,-122.451759338379,
Phone,"1428 SHRADER ST, SAN FRANCISCO, CA, 94117",Other_enter_additional_details_below,05/18/2018 10:10:00 AM,06/27/2018 01:52:37 PM,Closed,5,Ashbury Heights,37.761974334717,-122.450477600098,
Phone,"2170 FELL ST, SAN FRANCISCO, CA, 94117",Hitting_window_or_building,05/18/2018 10:57:00 AM,06/12/2018 01:50:51 PM,Closed,5,Panhandle,37.772144317627,-122.453559875488,
Mobile/Open311,"165 RUSS ST, SAN FRANCISCO, CA, 94103",Damaged_vandalism,05/18/2018 11:02:22 AM,05/24/2018 12:45:20 PM,Closed,6,South of Market,37.777982074803,-122.407157002131,http://mobile311.sfgov.org/reports/9018113/photos
Mobile/Open311,Intersection of 3RD ST and FITZGERALD AVE,Pruning_request,05/18/2018 11:06:45 AM,05/21/2018 11:56:00 AM,Closed,10,Bayview,37.723218,-122.395379,
Mobile/Open311,"201 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",Damaged_vandalism,05/18/2018 12:57:59 PM,05/21/2018 12:06:51 PM,Closed,6,Tenderloin,37.782913333333,-122.41427,http://mobile311.sfgov.org/reports/9018857/photos
Web,"2100 24TH ST, SAN FRANCISCO, CA, 94107",Pruning_request,05/18/2018 12:58:48 PM,05/22/2018 01:25:23 PM,Closed,10,Potrero Hill,37.7533752,-122.4006383,
Mobile/Open311,"168 TURK ST, SAN FRANCISCO, CA, 94102",Damaged_vandalism,05/18/2018 01:04:26 PM,05/21/2018 12:20:29 PM,Closed,6,Tenderloin,37.783241666667,-122.411933333333,http://mobile311.sfgov.org/reports/9018899/photos
Web,"1701 GROVE ST, SAN FRANCISCO, CA, 94117",Damaged_vandalism,05/18/2018 01:05:31 PM,,Open,5,Panhandle,37.774933,-122.4447554,
Phone,"1260 17TH AVE, SAN FRANCISCO, CA, 94122",Hanging_limb,05/18/2018 01:07:00 PM,05/18/2018 01:58:00 PM,Closed,5,Inner Sunset,37.764427185059,-122.474876403809,
Mobile/Open311,"249 ELLIS ST, SAN FRANCISCO, CA, 94102",Damaged_vandalism,05/18/2018 01:14:26 PM,06/27/2018 11:23:56 AM,Closed,6,Tenderloin,37.785121666667,-122.410346666667,http://mobile311.sfgov.org/reports/9018953/photos
Web,"551 GUERRERO ST, SAN FRANCISCO, CA, 94110",Pruning_request,05/18/2018 02:07:30 PM,05/31/2018 01:13:55 PM,Closed,8,Mission Dolores,37.762379,-122.423561,
Phone,Intersection of 18TH ST and DOLORES ST,Fallen_tree,05/18/2018 02:10:00 PM,05/26/2018 07:23:00 AM,Closed,8,Mission Dolores,37.761428833008,-122.426078796387,
Phone,"478 37TH AVE, SAN FRANCISCO, CA, 94121",Other_enter_additional_details_below,05/18/2018 02:24:00 PM,06/07/2018 02:25:57 PM,Closed,1,Outer Richmond,37.779891967773,-122.497467041016,
Web,"1411 47TH AVE, SAN FRANCISCO, CA, 94122",Pruning_request,05/18/2018 02:42:00 PM,05/20/2018 05:38:17 PM,Closed,4,Outer Sunset,37.7600596,-122.507151,http://mobile311.sfgov.org/reports/9019469/photos
Web,"1710 17TH AVE, SAN FRANCISCO, CA, 94122",Pruning_request,05/18/2018 02:44:00 PM,05/20/2018 05:39:00 PM,Closed,7,Golden Gate Heights,37.7559383,-122.4741669,
Phone,"235 HESTER AVE, SAN FRANCISCO, CA, 94134",Pruning_request,05/18/2018 04:50:00 PM,,Open,10,Little Hollywood,37.712921142578,-122.398742675781,
Mobile/Open311,"333 11TH ST, SAN FRANCISCO, CA, 94103",Damaged_vandalism,05/18/2018 02:48:51 PM,05/24/2018 11:51:02 AM,Closed,6,South of Market,37.771467146191,-122.413219609865,http://mobile311.sfgov.org/reports/9019556/photos
Web,"67 SAINT CHARLES AVE, SAN FRANCISCO, CA, 94132",Pruning_request,05/18/2018 02:49:08 PM,05/20/2018 05:39:44 PM,Closed,11,Merced Heights,37.7130232,-122.4691697,http://mobile311.sfgov.org/reports/9019564/photos
Phone,"542 NAPLES ST, SAN FRANCISCO, CA, 94112",Near_communication_line,05/18/2018 03:10:00 PM,05/20/2018 05:40:32 PM,Closed,11,Excelsior,37.720230102539,-122.431838989258,
Web,Intersection of 44TH AVE and CLEMENT ST,Other,05/18/2018 05:11:00 PM,05/28/2018 10:00:20 PM,Closed,1,Sutro Heights,37.781197666268,-122.50539249577,
Mobile/Open311,"1940 WEBSTER ST, SAN FRANCISCO, CA, 94115",Damaged_vandalism,05/18/2018 05:20:21 PM,05/23/2018 10:10:36 AM,Closed,2,Pacific Heights,37.788786779821,-122.432014560487,
Phone,Intersection of WEBSTER ST and MCALLISTER ST,Hanging_limb,05/18/2018 05:23:00 PM,05/22/2018 02:16:00 PM,Closed,5,Western Addition,37.77885055542,-122.430046081543,
Phone,"70 CORONA ST, SAN FRANCISCO, CA, 94127",Lifted_sidewalk_tree_roots,05/18/2018 06:10:00 PM,,Open,7,Ingleside Terraces,37.722873687744,-122.466896057129,
Mobile/Open311,"2801 16TH ST, SAN FRANCISCO, CA, 94103",Property_damage,05/18/2018 06:25:00 PM,05/29/2018 11:29:50 AM,Closed,9,Mission,37.765237220446,-122.415433504594,
Mobile/Open311,"460 VALENCIA ST, SAN FRANCISCO, CA, 94103",Property_damage,05/18/2018 06:53:00 PM,,Open,8,Mission Dolores,37.765291412396,-122.422085506956,http://mobile311.sfgov.org/reports/9020574/photos
Phone,Intersection of MAGNOLIA ST and BUCHANAN ST,Hanging_limb,05/18/2018 07:54:00 PM,05/22/2018 12:30:12 AM,Closed,2,Marina,37.800773620605,-122.432861328125,
Web,"1423 WASHINGTON ST, SAN FRANCISCO, CA, 94109",Other,05/18/2018 08:04:44 PM,,Open,3,Nob Hill,37.7935245,-122.4166852,
Phone,Intersection of FOLSOM ST and 3RD ST,Fallen_tree,05/18/2018 08:16:00 PM,,Open,6,South of Market,37.783782958984,-122.398933410645,
Mobile/Open311,"1381 FILBERT ST, SAN FRANCISCO, CA, 94109",Other,05/18/2018 11:04:00 PM,05/30/2018 02:24:39 PM,Closed,2,Russian Hill,37.799738721816,-122.422148522299,
Phone,Intersection of ARGUELLO BLVD and ANZA ST,Fallen_tree,05/19/2018 08:18:00 AM,05/21/2018 12:00:00 AM,Closed,1,Inner Richmond,37.779335021973,-122.45873260498,
Phone,"620 BALBOA ST, SAN FRANCISCO, CA, 94118",Blocking_sidewalk,05/19/2018 11:24:00 AM,05/24/2018 12:36:45 PM,Closed,1,Inner Richmond,37.777286529541,-122.465530395508,
Phone,"491 DOLORES ST, SAN FRANCISCO, CA, 94110",About_to_fall,05/19/2018 11:42:00 AM,05/21/2018 03:56:20 PM,Closed,8,Mission Dolores,37.761669158936,-122.425804138184,
Phone,"120 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118",Pruning_request,05/19/2018 02:13:00 PM,06/12/2018 02:13:26 PM,Closed,2,Presidio Heights,37.788101196289,-122.45915222168,
Phone,Intersection of EDDY ST and JONES ST,Hanging_limb,05/19/2018 04:47:00 PM,05/23/2018 12:25:08 AM,Closed,6,Tenderloin,37.783931732178,-122.41259765625,
Phone,Intersection of ARGUELLO BLVD and ANZA ST,Fallen_tree,05/19/2018 04:28:00 PM,05/19/2018 06:37:00 PM,Closed,1,Inner Richmond,37.779335021973,-122.45873260498,
Phone,Intersection of ARGUELLO BLVD and ANZA ST,Fallen_tree,05/19/2018 04:30:00 PM,05/22/2018 12:36:00 AM,Closed,1,Inner Richmond,37.779335021973,-122.45873260498,
Phone,Intersection of OGDEN AVE and MOULTRIE ST,Fallen_tree,05/19/2018 05:35:00 PM,05/24/2018 04:06:14 PM,Closed,9,Bernal Heights,37.736038208008,-122.416061401367,
Phone,Intersection of MISSION ST and 16TH ST,Other,05/19/2018 08:51:00 PM,05/30/2018 11:01:55 AM,Closed,9,Mission,37.76505279541,-122.41967010498,
Phone,"649 LAGUNA ST, SAN FRANCISCO, CA, 94102",Hanging_limb,05/19/2018 10:27:00 PM,06/13/2018 06:55:05 AM,Closed,5,Hayes Valley,37.777046203613,-122.42652130127,
Mobile/Open311,"1803 LAGUNA ST, SAN FRANCISCO, CA, 94115",Pruning_request,05/19/2018 11:56:00 PM,06/14/2018 07:50:00 AM,Closed,5,Japantown,37.787842629513,-122.42856186826,http://mobile311.sfgov.org/reports/9023294/photos
Web,"299 PRECITA AVE, SAN FRANCISCO, CA, 94110",Property_damage,05/19/2018 11:59:00 PM,05/21/2018 07:24:39 AM,Closed,9,Bernal Heights,37.747285,-122.4133335,http://mobile311.sfgov.org/reports/9023355/photos
Web,"23 WALTER ST, SAN FRANCISCO, CA, 94114",Property_damage,05/20/2018 12:01:09 AM,06/26/2018 11:46:07 AM,Closed,8,Duboce Triangle,37.768804,-122.432144,http://mobile311.sfgov.org/reports/9023412/photos
Web,"23 WALTER ST, SAN FRANCISCO, CA, 94114",Property_damage,05/20/2018 12:01:29 AM,05/22/2018 03:30:11 PM,Closed,8,Duboce Triangle,37.768804,-122.432144,http://mobile311.sfgov.org/reports/9023425/photos
Mobile/Open311,"1381 FILBERT ST, SAN FRANCISCO, CA, 94109",Other,05/20/2018 12:04:53 AM,05/21/2018 08:35:44 AM,Closed,2,Russian Hill,37.799696300304,-122.422163624406,
Mobile/Open311,Intersection of BRAZIL AVE and VIENNA ST,Damaged_vandalism,05/20/2018 12:05:59 AM,06/19/2018 12:19:48 PM,Closed,11,Excelsior,37.72195581277,-122.429228077402,http://mobile311.sfgov.org/reports/9023566/photos
Mobile/Open311,"545 JONES ST, SAN FRANCISCO, CA, 94102",Damaged_vandalism,05/20/2018 12:06:05 AM,06/28/2018 12:49:44 PM,Closed,6,Tenderloin,37.786391666667,-122.413161666667,http://mobile311.sfgov.org/reports/9023569/photos
Mobile/Open311,"340 TAYLOR ST, SAN FRANCISCO, CA, 94102",Damaged_vandalism,05/20/2018 12:06:55 AM,06/27/2018 11:38:00 AM,Closed,6,Tenderloin,37.785575,-122.410836666667,http://mobile311.sfgov.org/reports/9023601/photos
Mobile/Open311,"1396 POTRERO AVE, SAN FRANCISCO, CA, 94110",Other,05/20/2018 12:07:08 AM,,Open,9,Mission,37.750572,-122.406129,http://mobile311.sfgov.org/reports/9023609/photos
Mobile/Open311,"1493 POTRERO AVE, SAN FRANCISCO, CA, 94110",Damaged_vandalism,05/20/2018 12:13:07 AM,,Open,10,Potrero Hill,37.74959,-122.405,http://mobile311.sfgov.org/reports/9023815/photos
Mobile/Open311,"3901 GEARY BLVD, SAN FRANCISCO, CA, 94118",Damaged_vandalism,05/20/2018 12:14:00 AM,06/10/2018 11:19:08 AM,Closed,1,Inner Richmond,37.780943610741,-122.461137045289,http://mobile311.sfgov.org/reports/9023861/photos
Mobile/Open311,Intersection of GROVE ST and LAGUNA ST,Damaged_vandalism,05/20/2018 12:20:12 AM,05/30/2018 12:36:56 PM,Closed,5,Hayes Valley,37.77726652299,-122.426553003114,
Mobile/Open311,"965 FOLSOM ST, SAN FRANCISCO, CA, 94107",Damaged_vandalism,05/20/2018 12:19:25 AM,05/24/2018 12:48:52 PM,Closed,6,South of Market,37.779105543194,-122.404733374829,
Mobile/Open311,"295 MONTEREY BLVD, SAN FRANCISCO, CA, 94131",Pruning_request,05/20/2018 12:19:00 AM,05/20/2018 05:32:49 PM,Closed,7,Sunnyside,37.731381123921,-122.441922035182,http://mobile311.sfgov.org/reports/9024044/photos
Mobile/Open311,"731 HURON AVE, SAN FRANCISCO, CA, 94112",Pruning_request,05/20/2018 12:20:47 AM,05/21/2018 11:32:11 AM,Closed,11,Outer Mission,37.711660594353,-122.449916537995,
Phone,"3500 BAKER ST, SAN FRANCISCO, CA, 94123",Other,05/20/2018 09:11:00 AM,06/13/2018 06:41:43 AM,Closed,2,Marina,37.803443908691,-122.44677734375,
Phone,"3510 BAKER ST, SAN FRANCISCO, CA, 94123",Other,05/20/2018 09:15:00 AM,06/13/2018 06:42:34 AM,Closed,2,Marina,37.803531646729,-122.446800231934,
Phone,"2016 JEFFERSON ST, SAN FRANCISCO, CA, 94123",Other,05/20/2018 09:22:00 AM,06/13/2018 06:46:59 AM,Closed,2,Marina,37.804485321045,-122.445861816406,
Phone,"2015 JEFFERSON ST, SAN FRANCISCO, CA, 94123",Other,05/20/2018 09:24:00 AM,06/13/2018 06:43:41 AM,Closed,2,Marina,37.804256439209,-122.445808410645,
Mobile/Open311,"2999 16TH ST, SAN FRANCISCO, CA, 94103",Other,05/20/2018 09:43:00 AM,05/24/2018 04:14:38 PM,Closed,9,Mission,37.764979186503,-122.419469682614,http://mobile311.sfgov.org/reports/9024756/photos
Mobile/Open311,"98 HOFF ST, SAN FRANCISCO, CA, 94110",Other,05/20/2018 09:48:00 AM,05/24/2018 04:05:15 PM,Closed,9,Mission,37.76336851999,-122.420536028335,http://mobile311.sfgov.org/reports/9024772/photos
Mobile/Open311,"3355 17TH ST, SAN FRANCISCO, CA, 94110",Other,05/20/2018 09:49:00 AM,05/24/2018 03:58:37 PM,Closed,9,Mission,37.763340021519,-122.420760998616,http://mobile311.sfgov.org/reports/9024774/photos
Mobile/Open311,"3365 17TH ST, SAN FRANCISCO, CA, 94110",Other,05/20/2018 09:50:00 AM,05/29/2018 12:36:32 PM,Closed,9,Mission,37.763299746474,-122.42107490089,http://mobile311.sfgov.org/reports/9024779/photos
Phone,"1904 FOLSOM ST, SAN FRANCISCO, CA, 94103",About_to_fall,05/20/2018 09:59:00 AM,05/30/2018 11:35:55 AM,Closed,9,Mission,37.766803741455,-122.415649414063,
Phone,"1631 FOLSOM ST, SAN FRANCISCO, CA, 94103",Hanging_limb,05/20/2018 11:30:00 AM,06/19/2018 01:02:31 PM,Closed,6,South of Market,37.770401000977,-122.415084838867,
Web,"177 HENRY ST, SAN FRANCISCO, CA, 94114",Property_damage,05/20/2018 12:47:11 PM,05/29/2018 02:13:22 PM,Closed,8,Duboce Triangle,37.766326,-122.434892,http://mobile311.sfgov.org/reports/9025535/photos
Mobile/Open311,"105 TURK ST, SAN FRANCISCO, CA, 94102",Damaged_vandalism,05/20/2018 01:07:36 PM,05/21/2018 12:21:12 PM,Closed,6,Tenderloin,37.783071666667,-122.411155,http://mobile311.sfgov.org/reports/9025610/photos
Mobile/Open311,"62 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",Damaged_vandalism,05/20/2018 01:09:18 PM,05/21/2018 11:59:11 AM,Closed,6,Tenderloin,37.78117,-122.41385,http://mobile311.sfgov.org/reports/9025624/photos
Mobile/Open311,Intersection of TURK ST and HYDE ST,Damaged_vandalism,05/20/2018 01:15:10 PM,05/21/2018 11:58:53 AM,Closed,6,Tenderloin,37.78265,-122.415611666667,http://mobile311.sfgov.org/reports/9025650/photos
Mobile/Open311,"665 EDDY ST, SAN FRANCISCO, CA, 94109",Damaged_vandalism,05/20/2018 01:17:22 PM,06/27/2018 11:15:06 AM,Closed,6,Tenderloin,37.783046666667,-122.41838,http://mobile311.sfgov.org/reports/9025655/photos
Mobile/Open311,"731 POLK ST, SAN FRANCISCO, CA, 94109",Other,05/20/2018 01:20:00 PM,,Open,6,Tenderloin,37.783628333333,-122.419525,http://mobile311.sfgov.org/reports/9025673/photos
Mobile/Open311,"733 POLK ST, SAN FRANCISCO, CA, 94109",Damaged_vandalism,05/20/2018 01:21:58 PM,06/27/2018 11:16:48 AM,Closed,6,Tenderloin,37.78365,-122.41945,http://mobile311.sfgov.org/reports/9025682/photos
Mobile/Open311,"824 ELLIS ST, SAN FRANCISCO, CA, 94109",Damaged_vandalism,05/20/2018 01:23:09 PM,06/27/2018 11:37:05 AM,Closed,6,Tenderloin,37.784095,-122.419738333333,http://mobile311.sfgov.org/reports/9025686/photos
Mobile/Open311,"825 POLK ST, SAN FRANCISCO, CA, 94109",Damaged_vandalism,05/20/2018 01:26:52 PM,06/27/2018 11:26:45 AM,Closed,6,Tenderloin,37.784286666667,-122.41942,http://mobile311.sfgov.org/reports/9025702/photos
Phone,"4039 ORTEGA ST, SAN FRANCISCO, CA, 94122",About_to_fall,05/20/2018 01:31:00 PM,,Open,4,Outer Sunset,37.750877380371,-122.507034301758,
Mobile/Open311,Intersection of OFARRELL ST and HYDE ST,Damaged_vandalism,05/20/2018 01:31:55 PM,06/28/2018 12:48:58 PM,Closed,6,Tenderloin,37.785396666667,-122.416213333333,http://mobile311.sfgov.org/reports/9025726/photos
Mobile/Open311,"631 OFARRELL ST, SAN FRANCISCO, CA, 94109",Damaged_vandalism,05/20/2018 01:32:22 PM,06/27/2018 11:27:16 AM,Closed,6,Tenderloin,37.785438333333,-122.415121666667,http://mobile311.sfgov.org/reports/9025732/photos
Phone,"260 BRUSSELS ST, SAN FRANCISCO, CA, 94134",Other_enter_additional_details_below,05/20/2018 01:51:00 PM,05/21/2018 07:22:19 AM,Closed,9,Portola,37.728733062744,-122.406379699707,
Phone,Intersection of DOUGLASS ST and CLIPPER ST,Hanging_limb,05/20/2018 02:10:00 PM,,Open,8,Noe Valley,37.748664855957,-122.438247680664,
Phone,Intersection of 15TH ST and NOE ST,About_to_fall,05/20/2018 03:24:00 PM,05/20/2018 04:52:13 PM,Closed,8,Duboce Triangle,37.76586151123,-122.433258056641,
Phone,"1001 PINE ST, SAN FRANCISCO, CA, 94108",Fallen_tree,05/20/2018 03:30:00 PM,05/29/2018 10:10:00 AM,Closed,3,Lower Nob Hill,37.790500640869,-122.412612915039,
Web,"1567 WILLARD ST, SAN FRANCISCO, CA, 94117",Damaged_vandalism,05/20/2018 03:37:00 PM,06/13/2018 07:04:00 AM,Closed,5,Parnassus Heights,37.7617609,-122.4541437,http://mobile311.sfgov.org/reports/9026148/photos
Mobile/Open311,"265 3RD ST, SAN FRANCISCO, CA, 94103",Other,05/20/2018 03:39:45 PM,05/24/2018 12:59:43 PM,Closed,6,South of Market,37.784032,-122.399226,
Mobile/Open311,"556 SCOTT ST, SAN FRANCISCO, CA, 94117",Other,05/20/2018 03:41:00 PM,06/05/2018 12:40:28 PM,Closed,5,Alamo Square,37.774958135595,-122.436076076815,http://mobile311.sfgov.org/reports/9026165/photos
Phone,"368 HERMANN ST, SAN FRANCISCO, CA, 94117",Fallen_tree,05/20/2018 03:44:00 PM,,Open,5,Duboce Triangle,37.770217895508,-122.431129455566,
Web,"2014 BUCHANAN ST, SAN FRANCISCO, CA, 94115",Damaged_vandalism,05/20/2018 04:24:39 PM,05/23/2018 10:26:01 AM,Closed,5,Pacific Heights,37.788782,-122.430144,http://mobile311.sfgov.org/reports/9026307/photos
Mobile/Open311,"359 HERMANN ST, SAN FRANCISCO, CA, 94117",Damaged_vandalism,05/20/2018 05:25:46 PM,05/31/2018 11:48:32 AM,Closed,8,Duboce Triangle,37.770087782539,-122.431040967938,http://mobile311.sfgov.org/reports/9026453/photos
Phone,Intersection of FOLSOM ST and 4TH ST,Fallen_tree,05/20/2018 06:13:00 PM,05/20/2018 06:17:00 PM,Closed,6,South of Market,37.782024383545,-122.401161193848,
Phone,"722 VIENNA ST, SAN FRANCISCO, CA, 94112",Pruning_request,05/20/2018 06:14:00 PM,05/20/2018 06:28:31 PM,Closed,11,Excelsior,37.71703338623,-122.433158874512,
Mobile/Open311,"379 HERMANN ST, SAN FRANCISCO, CA, 94117",Damaged_vandalism,05/20/2018 06:43:59 PM,05/24/2018 01:18:58 PM,Closed,8,Duboce Triangle,37.770061666667,-122.43132,http://mobile311.sfgov.org/reports/9026643/photos
Phone,"3274 FOLSOM ST, SAN FRANCISCO, CA, 94110",Fallen_tree,05/20/2018 07:09:00 PM,05/30/2018 12:33:55 PM,Closed,9,Bernal Heights,37.745624542236,-122.413581848145,
Web,"5129 3RD ST, SAN FRANCISCO, CA, 94124",Damaged_vandalism,05/21/2018 07:13:44 AM,05/24/2018 01:32:18 PM,Closed,10,Bayview,37.7318827,-122.391451,http://mobile311.sfgov.org/reports/9027388/photos
Mobile/Open311,"2780 18TH ST, SAN FRANCISCO, CA, 94110",Other,05/21/2018 07:58:00 AM,05/30/2018 10:03:38 AM,Closed,10,Mission,37.761774323916,-122.409891011307,http://mobile311.sfgov.org/reports/9027557/photos
Phone,"1435 DOUGLASS ST, SAN FRANCISCO, CA, 94131",About_to_fall,05/21/2018 08:23:00 AM,05/21/2018 11:50:00 AM,Closed,8,Noe Valley,37.744976043701,-122.43775177002,
Phone,Intersection of BAY SHORE BLVD and PAUL AVE,Pruning_request,05/21/2018 08:24:00 AM,05/21/2018 09:51:52 AM,Closed,10,Portola,37.723617553711,-122.400787353516,
Phone,"1631 FOLSOM ST, SAN FRANCISCO, CA, 94103",Empty_tree_basin,05/21/2018 08:48:00 AM,05/24/2018 11:51:22 AM,Closed,6,South of Market,37.770401000977,-122.415084838867,
Phone,"309 MADISON ST, SAN FRANCISCO, CA, 94134",Property_damage,05/21/2018 08:53:00 AM,05/21/2018 11:47:15 AM,Closed,9,University Mound,37.725269317627,-122.422142028809,
Phone,"60 DEARBORN ST, SAN FRANCISCO, CA, 94110",Near_communication_line,05/21/2018 08:55:00 AM,05/21/2018 09:46:46 AM,Closed,8,Mission Dolores,37.762355804443,-122.423080444336,
Web,"235 VICENTE ST, SAN FRANCISCO, CA, 94127",Damaged_vandalism,05/21/2018 09:28:17 AM,05/30/2018 02:02:12 PM,Closed,7,West Portal,37.7397524,-122.4689486,http://mobile311.sfgov.org/reports/9028164/photos
Phone,"2629 19TH ST, SAN FRANCISCO, CA, 94110",Empty_tree_basin,05/21/2018 10:04:00 AM,05/30/2018 10:27:17 AM,Closed,10,Mission,37.760433197021,-122.408828735352,
Phone,Intersection of CARGO WAY and MENDELL ST,Fallen_tree,05/21/2018 10:09:00 AM,05/21/2018 11:49:00 AM,Closed,10,India Basin,37.743885040283,-122.383117675781,
Phone,"2807 PINE ST, SAN FRANCISCO, CA, 94115",Fallen_tree,05/21/2018 10:13:00 AM,05/24/2018 06:52:00 AM,Closed,2,Lower Pacific Heights,37.786712646484,-122.442390441895,
Phone,"1100 PERSIA AVE, SAN FRANCISCO, CA, 94112",Hitting_window_or_building,05/21/2018 10:56:00 AM,05/24/2018 10:24:04 AM,Closed,11,Excelsior,37.718883514404,-122.427200317383,
Mobile/Open311,Intersection of BEACH ST and END (900 BLOCK OF),Other,05/21/2018 10:33:00 AM,05/29/2018 08:54:00 AM,Closed,2,Aquatic Park / Ft. Mason,37.806331158714,-122.424518697161,http://mobile311.sfgov.org/reports/9028699/photos
Phone,"1940 WEBSTER ST, SAN FRANCISCO, CA, 94115",Pruning_request,05/21/2018 10:37:00 AM,06/13/2018 06:54:34 AM,Closed,2,Pacific Heights,37.788757324219,-122.431968688965,
Web,"1907 GRANT AVE, SAN FRANCISCO, CA, 94133",Pruning_request,05/21/2018 10:46:00 AM,06/13/2018 06:55:50 AM,Closed,3,North Beach,37.8045629,-122.4085635,
Phone,"62 RICHLAND AVE, SAN FRANCISCO, CA, 94110",Hanging_limb,05/21/2018 11:14:00 AM,05/21/2018 01:36:00 PM,Closed,8,St. Mary's Park,37.735908508301,-122.425552368164,
Mobile/Open311,"1257 FOLSOM ST, SAN FRANCISCO, CA, 94103",Damaged_vandalism,05/21/2018 11:29:59 AM,05/30/2018 11:21:43 AM,Closed,6,South of Market,37.774291,-122.410929,http://mobile311.sfgov.org/reports/9029117/photos
Phone,"123 MILTON ST, SAN FRANCISCO, CA, 94112",Lifted_sidewalk_tree_roots,05/21/2018 11:41:00 AM,,Open,8,St. Mary's Park,37.73295211792,-122.429229736328,
Mobile/Open311,"530 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",Other,05/21/2018 12:10:00 PM,05/30/2018 10:09:20 AM,Closed,10,Mission,37.762923357112,-122.408458041141,http://mobile311.sfgov.org/reports/9029361/photos
Mobile/Open311,Intersection of MARIPOSA ST and HAMPSHIRE ST,Other,05/21/2018 12:11:49 PM,05/30/2018 10:09:56 AM,Closed,10,Mission,37.763098491276,-122.408319434053,http://mobile311.sfgov.org/reports/9029365/photos
Phone,Intersection of BROTHERHOOD WAY and LAKE MERCED BLVD,Hanging_limb,05/21/2018 12:35:00 PM,,Open,7,Parkmerced,37.714694976807,-122.485229492188,
Phone,Intersection of SACRAMENTO ST and SPRUCE ST,Other_enter_additional_details_below,05/21/2018 12:45:00 PM,05/22/2018 02:44:06 PM,Closed,2,Presidio Heights,37.78734588623,-122.453590393066,
Phone,"630 LISBON ST, SAN FRANCISCO, CA, 94112",Near_communication_line,05/21/2018 12:51:00 PM,05/24/2018 10:22:18 AM,Closed,11,Excelsior,37.718441009521,-122.436454772949,
Phone,"55 PROSPER ST, SAN FRANCISCO, CA, 94114",Empty_tree_basin,05/21/2018 01:10:00 PM,06/29/2018 03:46:42 PM,Closed,8,Castro,37.763439178467,-122.431526184082,
Mobile/Open311,"100 HEARST AVE, SAN FRANCISCO, CA, 94131",Pruning_request,05/21/2018 01:26:00 PM,05/22/2018 12:51:49 PM,Closed,7,Sunnyside,37.73075,-122.439955,http://mobile311.sfgov.org/reports/9029869/photos
Mobile/Open311,"1411 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110",Other,05/21/2018 01:44:00 PM,06/01/2018 01:17:31 PM,Closed,10,Potrero Hill,37.75146,-122.404302,http://mobile311.sfgov.org/reports/9030016/photos
